date,cases,rain_lagged,year,year_str,era,rain_date
2020-07-05,2152,54.0,2020,2020,Pre-lockdown (2014–2020),2020-05-10
2020-07-12,2091,53.1,2020,2020,Pre-lockdown (2014–2020),2020-05-17
2020-07-19,1908,60.9,2020,2020,Pre-lockdown (2014–2020),2020-05-24
2020-07-26,1777,66.6,2020,2020,Pre-lockdown (2014–2020),2020-05-31
2020-08-02,1812,110.0,2020,2020,Pre-lockdown (2014–2020),2020-06-07
2020-08-09,1926,29.4,2020,2020,Pre-lockdown (2014–2020),2020-06-14
2020-08-16,1716,80.8,2020,2020,Pre-lockdown (2014–2020),2020-06-21
2020-08-23,1656,30.8,2020,2020,Pre-lockdown (2014–2020),2020-06-28
2020-08-30,1472,12.3,2020,2020,Pre-lockdown (2014–2020),2020-07-05
2020-09-06,1499,117.3,2020,2020,Pre-lockdown (2014–2020),2020-07-12
2020-09-13,1359,116.3,2020,2020,Pre-lockdown (2014–2020),2020-07-19
2020-09-20,1307,94.4,2020,2020,Pre-lockdown (2014–2020),2020-07-26
2020-09-27,1220,23.700000000000003,2020,2020,Pre-lockdown (2014–2020),2020-08-02
2020-10-04,1098,4.5,2020,2020,Pre-lockdown (2014–2020),2020-08-09
2020-10-11,1194,38.4,2020,2020,Pre-lockdown (2014–2020),2020-08-16
2020-10-18,1151,43.8,2020,2020,Pre-lockdown (2014–2020),2020-08-23
2020-10-25,1072,47.6,2020,2020,Pre-lockdown (2014–2020),2020-08-30
2020-11-01,1011,71.4,2020,2020,Pre-lockdown (2014–2020),2020-09-06
2020-11-08,950,88.80000000000001,2020,2020,Pre-lockdown (2014–2020),2020-09-13
2020-11-15,916,35.6,2020,2020,Pre-lockdown (2014–2020),2020-09-20
2020-11-22,829,91.9,2020,2020,Pre-lockdown (2014–2020),2020-09-27
2020-11-29,890,80.3,2020,2020,Pre-lockdown (2014–2020),2020-10-04
2020-12-06,811,69.0,2020,2020,Pre-lockdown (2014–2020),2020-10-11
2020-12-13,811,27.4,2020,2020,Pre-lockdown (2014–2020),2020-10-18
2020-12-20,811,35.3,2020,2020,Pre-lockdown (2014–2020),2020-10-25
2021-01-03,729,39.7,2021,2021,Lockdown 2021,2020-11-08
2021-01-10,690,106.4,2021,2021,Lockdown 2021,2020-11-15
2021-01-17,762,103.3,2021,2021,Lockdown 2021,2020-11-22
2021-01-24,565,119.2,2021,2021,Lockdown 2021,2020-11-29
2021-01-31,625,120.0,2021,2021,Lockdown 2021,2020-12-06
2021-02-07,533,40.6,2021,2021,Lockdown 2021,2020-12-13
2021-02-14,586,81.10000000000001,2021,2021,Lockdown 2021,2020-12-20
2021-02-21,599,121.4,2021,2021,Lockdown 2021,2020-12-27
2021-02-28,541,169.6,2021,2021,Lockdown 2021,2021-01-03
2021-03-07,534,49.8,2021,2021,Lockdown 2021,2021-01-10
2021-03-14,495,15.2,2021,2021,Lockdown 2021,2021-01-17
2021-03-21,384,25.5,2021,2021,Lockdown 2021,2021-01-24
2021-03-28,443,30.4,2021,2021,Lockdown 2021,2021-01-31
2021-04-04,450,13.3,2021,2021,Lockdown 2021,2021-02-07
2021-04-11,457,29.7,2021,2021,Lockdown 2021,2021-02-14
2021-04-18,510,6.0,2021,2021,Lockdown 2021,2021-02-21
2021-04-25,477,5.1,2021,2021,Lockdown 2021,2021-02-28
2021-05-02,471,71.4,2021,2021,Lockdown 2021,2021-03-07
2021-05-09,425,59.0,2021,2021,Lockdown 2021,2021-03-14
2021-05-16,471,84.9,2021,2021,Lockdown 2021,2021-03-21
2021-05-23,517,108.6,2021,2021,Lockdown 2021,2021-03-28
2021-05-30,537,32.6,2021,2021,Lockdown 2021,2021-04-04
2021-06-06,564,76.6,2021,2021,Lockdown 2021,2021-04-11
2021-06-13,695,70.60000000000001,2021,2021,Lockdown 2021,2021-04-18
2021-06-20,663,68.2,2021,2021,Lockdown 2021,2021-04-25
2021-06-27,584,80.5,2021,2021,Lockdown 2021,2021-05-02
2021-07-04,663,92.1,2021,2021,Lockdown 2021,2021-05-09
2021-07-11,526,87.3,2021,2021,Lockdown 2021,2021-05-16
2021-07-18,473,69.9,2021,2021,Lockdown 2021,2021-05-23
2021-07-25,500,54.6,2021,2021,Lockdown 2021,2021-05-30
2021-08-01,527,46.5,2021,2021,Lockdown 2021,2021-06-06
2021-08-08,422,36.9,2021,2021,Lockdown 2021,2021-06-13
2021-08-15,435,39.900000000000006,2021,2021,Lockdown 2021,2021-06-20
2021-08-22,370,31.9,2021,2021,Lockdown 2021,2021-06-27
2021-08-29,331,55.4,2021,2021,Lockdown 2021,2021-07-04
2021-09-05,410,93.2,2021,2021,Lockdown 2021,2021-07-11
2021-09-12,377,22.9,2021,2021,Lockdown 2021,2021-07-18
2021-09-19,443,8.4,2021,2021,Lockdown 2021,2021-07-25
2021-09-26,476,26.8,2021,2021,Lockdown 2021,2021-08-01
2021-10-03,516,37.5,2021,2021,Lockdown 2021,2021-08-08
2021-10-10,490,60.8,2021,2021,Lockdown 2021,2021-08-15
2021-10-17,490,120.4,2021,2021,Lockdown 2021,2021-08-22
2021-10-24,405,25.5,2021,2021,Lockdown 2021,2021-08-29
2021-10-31,405,44.6,2021,2021,Lockdown 2021,2021-09-05
2021-11-07,504,35.2,2021,2021,Lockdown 2021,2021-09-12
2021-11-14,484,74.5,2021,2021,Lockdown 2021,2021-09-19
2021-11-21,504,77.2,2021,2021,Lockdown 2021,2021-09-26
2021-11-28,518,95.0,2021,2021,Lockdown 2021,2021-10-03
2021-12-05,564,11.3,2021,2021,Lockdown 2021,2021-10-10
2021-12-12,591,7.2,2021,2021,Lockdown 2021,2021-10-17
2021-12-19,663,61.9,2021,2021,Lockdown 2021,2021-10-24
2021-12-26,584,39.2,2021,2021,Lockdown 2021,2021-10-31
2022-01-02,725,113.3,2022,2022,Recovery 2022,2021-11-07
2022-01-09,720,46.5,2022,2022,Recovery 2022,2021-11-14
2022-01-16,734,79.39999999999999,2022,2022,Recovery 2022,2021-11-21
2022-01-23,797,66.7,2022,2022,Recovery 2022,2021-11-28
2022-01-30,633,39.5,2022,2022,Recovery 2022,2021-12-05
2022-02-06,715,87.7,2022,2022,Recovery 2022,2021-12-12
2022-02-13,662,247.2,2022,2022,Recovery 2022,2021-12-19
2022-02-20,604,39.7,2022,2022,Recovery 2022,2021-12-26
2022-02-27,676,115.2,2022,2022,Recovery 2022,2022-01-02
2022-03-06,546,96.1,2022,2022,Recovery 2022,2022-01-09
2022-03-13,594,6.6,2022,2022,Recovery 2022,2022-01-16
2022-03-20,734,33.8,2022,2022,Recovery 2022,2022-01-23
2022-03-27,879,31.9,2022,2022,Recovery 2022,2022-01-30
2022-04-03,947,51.9,2022,2022,Recovery 2022,2022-02-06
2022-04-10,1005,53.9,2022,2022,Recovery 2022,2022-02-13
2022-04-17,966,13.6,2022,2022,Recovery 2022,2022-02-20
2022-04-24,1024,62.9,2022,2022,Recovery 2022,2022-02-27
2022-05-01,710,51.3,2022,2022,Recovery 2022,2022-03-06
2022-05-08,1005,55.5,2022,2022,Recovery 2022,2022-03-13
2022-05-15,1430,45.900000000000006,2022,2022,Recovery 2022,2022-03-20
2022-05-22,1348,36.0,2022,2022,Recovery 2022,2022-03-27
2022-05-29,1391,36.5,2022,2022,Recovery 2022,2022-04-03
2022-06-05,1304,29.2,2022,2022,Recovery 2022,2022-04-10
2022-06-12,1502,58.3,2022,2022,Recovery 2022,2022-04-17
2022-06-19,1502,107.6,2022,2022,Recovery 2022,2022-04-24
2022-06-26,1575,75.3,2022,2022,Recovery 2022,2022-05-01
2022-07-03,1681,71.6,2022,2022,Recovery 2022,2022-05-08
2022-07-10,1498,22.8,2022,2022,Recovery 2022,2022-05-15
2022-07-17,1705,25.200000000000003,2022,2022,Recovery 2022,2022-05-22
2022-07-24,1512,9.6,2022,2022,Recovery 2022,2022-05-29
2022-07-31,1396,50.9,2022,2022,Recovery 2022,2022-06-05
2022-08-07,1386,66.6,2022,2022,Recovery 2022,2022-06-12
2022-08-14,1435,78.0,2022,2022,Recovery 2022,2022-06-19
2022-08-21,1362,61.8,2022,2022,Recovery 2022,2022-06-26
2022-08-28,1246,50.8,2022,2022,Recovery 2022,2022-07-03
2022-09-04,1237,8.7,2022,2022,Recovery 2022,2022-07-10
2022-09-11,1367,11.500000000000002,2022,2022,Recovery 2022,2022-07-17
2022-09-18,1546,77.19999999999999,2022,2022,Recovery 2022,2022-07-24
2022-09-25,1469,55.5,2022,2022,Recovery 2022,2022-07-31
2022-10-02,1478,41.0,2022,2022,Recovery 2022,2022-08-07
2022-10-09,1478,52.1,2022,2022,Recovery 2022,2022-08-14
2022-10-16,1623,48.6,2022,2022,Recovery 2022,2022-08-21
2022-10-23,1459,85.0,2022,2022,Recovery 2022,2022-08-28
2022-10-30,1585,80.1,2022,2022,Recovery 2022,2022-09-04
2022-11-06,1700,35.400000000000006,2022,2022,Recovery 2022,2022-09-11
2022-11-13,1715,58.0,2022,2022,Recovery 2022,2022-09-18
2022-11-20,1599,20.700000000000003,2022,2022,Recovery 2022,2022-09-25
2022-11-27,1720,81.9,2022,2022,Recovery 2022,2022-10-02
2022-12-04,1937,53.4,2022,2022,Recovery 2022,2022-10-09
2022-12-11,1879,47.8,2022,2022,Recovery 2022,2022-10-16
2022-12-18,1957,33.7,2022,2022,Recovery 2022,2022-10-23
2022-12-25,2034,50.7,2022,2022,Recovery 2022,2022-10-30
